0.008474576;-0.5
0.016949153;0.3
0.025423729;-1.1
0.033898305;0.5
0.042372881;-0.1
0.050847458;0.4
0.059322034;0.2
0.06779661;-0.5
0.076271186;0.3
0.084745763;-0.2
0.093220339;-0.1
0.101694915;-0.2
0.110169492;-1.4
0.118644068;-0.3
0.127118644;0.9
0.13559322;-2.1
0.144067797;0
0.152542373;0
0.161016949;0
0.169491525;0
0.177966102;0
0.186440678;-3.6
0.194915254;1.7
0.203389831;2.2
0.211864407;3.4
0.220338983;5.2
0.228813559;1.3
0.237288136;0.6
0.245762712;4.1
0.254237288;-1.6
0.262711864;0.8
0.271186441;3
0.279661017;0.6
0.288135593;1.6
0.296610169;3
0.305084746;-1.7
0.313559322;-2.7
0.322033898;-0.6
0.330508475;0.9
0.338983051;-0.1
0.347457627;0.5
0.355932203;0.4
0.36440678;-0.4
0.372881356;-1.6
0.381355932;4.5
0.389830508;3.2
0.398305085;1.1
0.406779661;4.2
0.415254237;-2.3
0.423728814;2.3
0.43220339;-6.3
0.440677966;4.9
0.449152542;-0.5
0.457627119;-3.4
0.466101695;0.1
0.474576271;2.9
0.483050847;-3.7
0.491525424;0.2
0.5;0.4
0.508474576;0
0.516949153;-0.2
0.525423729;0.1
0.533898305;2.2
0.542372881;0.6
0.550847458;-0.3
0.559322034;-0.2
0.56779661;0.3
0.576271186;0.4
0.584745763;0.2
0.593220339;0.3
0.601694915;-0.5
0.610169492;-0.3
0.618644068;0
0.627118644;-2.1
0.63559322;0.8
0.644067797;0
0.652542373;-2
0.661016949;0.1
0.669491525;0
0.677966102;-1.2
0.686440678;0.6
0.694915254;1.7
0.703389831;-3.6
0.711864407;1.8
0.720338983;-0.5
0.728813559;0
0.737288136;-1.4
0.745762712;0.1
0.754237288;3.7
0.762711864;1.5
0.771186441;-1.1
0.779661017;-1
0.788135593;-3.2
0.796610169;-1.7
0.805084746;0
0.813559322;-4.3
0.822033898;1.8
0.830508475;-0.1
0.838983051;1.1
0.847457627;-0.4
0.855932203;1.2
0.86440678;1.6
0.872881356;0.3
0.881355932;-0.5
0.889830508;2.2
0.898305085;0.1
0.906779661;0.7
0.915254237;-0.2
0.923728814;0.7
0.93220339;0.1
0.940677966;-0.1
0.949152542;0.2
0.957627119;-0.3
0.966101695;-0.7
0.974576271;1
0.983050847;-2.8
0.991525424;0.2
1;-0.4
1.008474576;0
1.016949153;0.5
1.025423729;0.1
1.033898305;-0.4
1.042372881;-0.3
1.050847458;-0.2
1.059322034;0.3
1.06779661;1.1
1.076271186;-0.1
1.084745763;-1.4
1.093220339;0.8
1.101694915;0
1.110169492;1
1.118644068;-1.3
1.127118644;-0.4
1.13559322;0.3
1.144067797;-1.7
1.152542373;-1.4
1.161016949;-0.3
1.169491525;0.9
1.177966102;-0.1
1.186440678;-0.7
1.194915254;0.1
1.203389831;-0.3
1.211864407;-0.1
1.220338983;0.1
1.228813559;0
1.237288136;0.1
1.245762712;-0.2
1.254237288;0.1
1.262711864;0.1
1.271186441;0
1.279661017;0
1.288135593;0
1.296610169;0.2
1.305084746;-0.1
1.313559322;0
1.322033898;0
1.330508475;0
1.338983051;-0.1
1.347457627;0
1.355932203;-0.1
1.36440678;0
1.372881356;0
1.381355932;0
1.389830508;0
1.398305085;-0.1
1.406779661;0
1.415254237;0
1.423728814;0
1.43220339;0
1.440677966;-0.1
1.449152542;0
1.457627119;-0.3
1.466101695;-0.1
1.474576271;0.5
1.483050847;0
1.491525424;-0.3
1.5;0.2
1.508474576;-0.3
1.516949153;0.2
1.525423729;0.1
1.533898305;0.2
1.542372881;0
1.550847458;0
1.559322034;0
1.56779661;0.1
1.576271186;-0.1
1.584745763;0
